BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
NZ_AP023354.1.region011	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	RiPP-like	RiPPs	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region012	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	ectoine	Others	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region013	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	NRPS	NRPS	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region014	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	lanthipeptide-class-ii	RiPPs	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023356.1.region001	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	siderophore	Others	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region002	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	T1PKS	PKSI	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region003	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	T1PKS.thioamide-NRP.betalactone	Others	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region004	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	T1PKS	PKSI	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region005	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	T3PKS	PKSother	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region006	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	terpene	Terpene	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region007	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	lanthipeptide-class-i	RiPPs	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region008	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	T3PKS.NRPS	PKS-NRP_Hybrids	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region009	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	RiPP-like	RiPPs	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region010	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	terpene	Terpene	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region011	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	NAPAA	NRPS	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region012	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	T2PKS	PKSother	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023356.1.region013	NZ_AP023356.1	Actinoplanes ianthinogenes strain NBRC 13996 chromosome, complete genome	siderophore	Others	Actinoplanes ianthinogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_AP023440.1.region001	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	nucleoside.RiPP-like	Others	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region002	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	NRPS	NRPS	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region003	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	NRPS	NRPS	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region004	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	RiPP-like.lanthipeptide-class-iii	RiPPs	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region005	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	terpene	Terpene	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region006	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	butyrolactone	Others	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region007	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region008	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	terpene	Terpene	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region009	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	redox-cofactor	RiPPs	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region010	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	T1PKS.terpene.siderophore.NRPS	Others	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region011	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	terpene	Terpene	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region012	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	RiPP-like	RiPPs	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region013	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	blactam	Others	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region014	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	terpene	Terpene	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region015	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	lanthipeptide-class-i	RiPPs	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region016	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	NRPS	NRPS	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region017	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	siderophore	Others	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region018	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	melanin	Others	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region019	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	lassopeptide	RiPPs	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region020	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	terpene.CDPS	Others	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region021	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	ectoine	Others	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region022	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	NAPAA	NRPS	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region023	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	T3PKS	PKSother	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region024	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	T1PKS.T2PKS.PKS-like	PKSother	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region025	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	terpene	Terpene	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region026	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	siderophore	Others	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region027	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	T1PKS.prodigiosin.NRPS-like	PKS-NRP_Hybrids	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_AP023440.1.region028	NZ_AP023440.1	Streptomyces aurantiacus strain JCM 4677 chromosome	T1PKS.PKS-like	PKSother	Streptomyces aurantiacus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
NZ_APMY01000009.region001	NZ_APMY01000009	Rhodococcus rhodnii LMG 5362 LMG_5362_contig014, whole genome shotgun sequence	NAPAA	NRPS	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000014.region001	NZ_APMY01000014	Rhodococcus rhodnii LMG 5362 LMG_5362_contig020, whole genome shotgun sequence	terpene	Terpene	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000039.region001	NZ_APMY01000039	Rhodococcus rhodnii LMG 5362 LMG_5362_contig045, whole genome shotgun sequence	redox-cofactor	RiPPs	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000050.region001	NZ_APMY01000050	Rhodococcus rhodnii LMG 5362 LMG_5362_contig056, whole genome shotgun sequence	T1PKS	PKSI	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000059.region001	NZ_APMY01000059	Rhodococcus rhodnii LMG 5362 LMG_5362_contig065, whole genome shotgun sequence	RiPP-like	RiPPs	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000063.region001	NZ_APMY01000063	Rhodococcus rhodnii LMG 5362 LMG_5362_contig069, whole genome shotgun sequence	T1PKS	PKSI	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000067.region001	NZ_APMY01000067	Rhodococcus rhodnii LMG 5362 LMG_5362_contig073, whole genome shotgun sequence	ectoine	Others	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000068.region001	NZ_APMY01000068	Rhodococcus rhodnii LMG 5362 LMG_5362_contig074, whole genome shotgun sequence	NRPS	NRPS	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000070.region001	NZ_APMY01000070	Rhodococcus rhodnii LMG 5362 LMG_5362_contig076, whole genome shotgun sequence	bottromycin	RiPPs	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000078.region001	NZ_APMY01000078	Rhodococcus rhodnii LMG 5362 LMG_5362_contig084, whole genome shotgun sequence	NRPS	NRPS	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000093.region001	NZ_APMY01000093	Rhodococcus rhodnii LMG 5362 LMG_5362_contig103, whole genome shotgun sequence	NRPS.NRPS-like	NRPS	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000109.region001	NZ_APMY01000109	Rhodococcus rhodnii LMG 5362 LMG_5362_contig121, whole genome shotgun sequence	terpene	Terpene	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_APMY01000118.region001	NZ_APMY01000118	Rhodococcus rhodnii LMG 5362 LMG_5362_contig133, whole genome shotgun sequence	butyrolactone	Others	Rhodococcus rhodnii LMG 5362	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_ATAO01000002.region001	NZ_ATAO01000002	Microbacterium maritypicum MF109 contig10, whole genome shotgun sequence	siderophore	Others	Microbacterium maritypicum MF109	Bacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
NZ_ATAO01000146.region001	NZ_ATAO01000146	Microbacterium maritypicum MF109 contig23, whole genome shotgun sequence	T3PKS.betalactone	Others	Microbacterium maritypicum MF109	Bacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
NZ_ATAO01000188.region001	NZ_ATAO01000188	Microbacterium maritypicum MF109 contig33, whole genome shotgun sequence	terpene	Terpene	Microbacterium maritypicum MF109	Bacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
NZ_AUBJ02000001.region001	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	terpene	Terpene	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region002	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region003	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	phosphonate	Others	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region004	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	NRPS	NRPS	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region005	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	siderophore	Others	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region006	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	terpene.PUFA.hglE-KS	Others	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region007	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	RiPP-like	RiPPs	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region008	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	T1PKS.NRPS.NRPS-like	PKS-NRP_Hybrids	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region009	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region010	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	T1PKS	PKSI	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region011	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	T1PKS.NRPS.lanthipeptide-class-i	Others	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region012	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	lanthipeptide-class-ii.lanthipeptide-class-iii	RiPPs	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region013	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	T2PKS	PKSother	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region014	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	lanthipeptide-class-iii	RiPPs	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region015	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	siderophore	Others	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region016	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	RiPP-like	RiPPs	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region017	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	redox-cofactor	RiPPs	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region018	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	ectoine	Others	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region019	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	RRE-containing	RiPPs	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region020	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	terpene	Terpene	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
NZ_AUBJ02000001.region021	NZ_AUBJ02000001	Actinoalloteichus cyanogriseus DSM 43889 G443DRAFT_unitig_0_quiver.1, whole genome shotgun sequence	hglE-KS	PKSother	Actinoalloteichus cyanogriseus DSM 43889	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
